ID_Consulta,Tipo_Consulta,Consulta,Respuesta_SAE,Departamento_SAE,Satisfaccion_Cliente,Tiempo_Respuesta_Minutos
811,Financiera,¿Qué hago si ya pagué pero no se refleja el abono en mi cuenta?,"1. Espera 24h tras el pago.
2. Si no se refleja, envía el voucher escaneado a tesoreria@utp.edu.pe con tu código de alumno.
3. Verifica en 48h.",Financiera,4,20
812,Tecnológica,¿Cómo configuro mi correo institucional en el celular?,"Sigue estos pasos:
1. Abre tu app de correo.
2. Añade nueva cuenta.
3. Ingresa tu correo UTP y contraseña.
4. Usa el servidor IMAP: outlook.office365.com
5. Guarda los cambios.",Tecnológica,5,25
813,Financiera,¿Qué hago si ya pagué pero no se refleja el abono en mi cuenta?,"1. Espera 24h tras el pago.
2. Si no se refleja, envía el voucher escaneado a tesoreria@utp.edu.pe con tu código de alumno.
3. Verifica en 48h.",Financiera,4,25
814,Financiera,¿Qué hago si ya pagué pero no se refleja el abono en mi cuenta?,"1. Espera 24h tras el pago.
2. Si no se refleja, envía el voucher escaneado a tesoreria@utp.edu.pe con tu código de alumno.
3. Verifica en 48h.",Financiera,4,30
815,Bienestar,¿Cómo puedo agendar una cita con un psicólogo universitario?,"1. Accede al portal de Bienestar Universitario.
2. Selecciona 'Agenda de citas'.
3. Elige día y hora.
4. Recibirás una confirmación por correo.",Bienestar,3,20
816,Trámite,¿Qué requisitos debo presentar para solicitar un traslado a otra sede?,"Necesitas:
- Solicitud formal
- Constancia de notas
- DNI escaneado
Envía todo a secretaria.general@utp.edu.pe",Secretaría General,5,60
817,Financiera,¿Qué hago si ya pagué pero no se refleja el abono en mi cuenta?,"1. Espera 24h tras el pago.
2. Si no se refleja, envía el voucher escaneado a tesoreria@utp.edu.pe con tu código de alumno.
3. Verifica en 48h.",Financiera,4,45
818,Bolsa Laboral,¿Cómo me registro en la Bolsa Laboral UTP?,"1. Accede a empleabilidad.utp.edu.pe
2. Inicia sesión con tu cuenta institucional.
3. Completa tu perfil.
4. Aplica a convocatorias activas.",Bolsa Laboral,5,10
819,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,5,25
820,Administrativa,¿Dónde reviso el reglamento de sanciones y faltas?,"En la intranet, sección 'Documentos Institucionales', encontrarás el reglamento actualizado.",Administrativa,3,25
821,Trámite,¿Cómo tramito mi certificado de egresado?,"1. Finaliza todos tus cursos.
2. Ingresa al portal y solicita el certificado.
3. Paga el derecho respectivo.
4. Recibirás el documento digital.",Secretaría General,4,25
822,Internacional,¿Qué necesito para postular a un programa de intercambio?,"Requisitos:
1. Promedio >13
2. Inglés nivel B1
3. No tener sanciones
4. Postular en fechas oficiales desde la web de Internacionalización.",Internacional,3,10
823,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,5,60
824,Biblioteca,¿Cómo accedo a libros digitales desde casa?,"1. Ingresa a biblioteca.utp.edu.pe.
2. Inicia sesión con tu usuario.
3. Elige 'Recursos digitales'.
4. Busca el título requerido.",Biblioteca,4,20
825,Bolsa Laboral,¿Qué talleres ofrece la Bolsa Laboral para estudiantes?,"Incluye talleres de:
- Elaboración de CV
- Entrevista laboral
- LinkedIn profesional
- Networking empresarial.",Bolsa Laboral,4,15
826,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,5,60
827,Internacional,¿Cómo accedo a las charlas informativas sobre movilidad estudiantil?,Revisa el calendario de eventos en utp.edu.pe/movilidad o inscríbete en el campus virtual en la sección 'Eventos Internacionales'.,Internacional,5,60
828,Trámite,¿Cómo solicito constancia de matrícula o estudios?,"1. Ingresa al campus virtual.
2. Ve a 'Trámites'.
3. Selecciona el tipo de constancia.
4. Realiza el pago y espera 3 días hábiles.",Secretaría General,3,10
829,Administrativa,¿Dónde reviso el reglamento de sanciones y faltas?,"En la intranet, sección 'Documentos Institucionales', encontrarás el reglamento actualizado.",Administrativa,5,25
830,Internacional,¿Qué necesito para postular a un programa de intercambio?,"Requisitos:
1. Promedio >13
2. Inglés nivel B1
3. No tener sanciones
4. Postular en fechas oficiales desde la web de Internacionalización.",Internacional,3,25
831,Internacional,¿Cómo accedo a las charlas informativas sobre movilidad estudiantil?,Revisa el calendario de eventos en utp.edu.pe/movilidad o inscríbete en el campus virtual en la sección 'Eventos Internacionales'.,Internacional,3,15
832,Internacional,¿Cómo accedo a las charlas informativas sobre movilidad estudiantil?,Revisa el calendario de eventos en utp.edu.pe/movilidad o inscríbete en el campus virtual en la sección 'Eventos Internacionales'.,Internacional,5,30
833,Internacional,¿Qué necesito para postular a un programa de intercambio?,"Requisitos:
1. Promedio >13
2. Inglés nivel B1
3. No tener sanciones
4. Postular en fechas oficiales desde la web de Internacionalización.",Internacional,4,10
834,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,3,10
835,Internacional,¿Qué beneficios ofrece un intercambio académico?,"Incluye:
- Cursos convalidables
- Experiencia multicultural
- Apoyo con trámites
- Orientación personalizada por la UTP.",Internacional,5,30
836,Administrativa,¿Cómo obtengo un duplicado de mi carné universitario?,"1. Solicita el duplicado en la plataforma.
2. Paga el derecho correspondiente en Tesorería.
3. Acércate a Secretaría Académica con tu voucher.",Administrativa,4,25
837,Trámite,¿Cómo solicito constancia de matrícula o estudios?,"1. Ingresa al campus virtual.
2. Ve a 'Trámites'.
3. Selecciona el tipo de constancia.
4. Realiza el pago y espera 3 días hábiles.",Secretaría General,3,30
838,Tecnológica,¿Cómo configuro mi correo institucional en el celular?,"Sigue estos pasos:
1. Abre tu app de correo.
2. Añade nueva cuenta.
3. Ingresa tu correo UTP y contraseña.
4. Usa el servidor IMAP: outlook.office365.com
5. Guarda los cambios.",Tecnológica,5,45
839,Trámite,¿Cómo tramito mi certificado de egresado?,"1. Finaliza todos tus cursos.
2. Ingresa al portal y solicita el certificado.
3. Paga el derecho respectivo.
4. Recibirás el documento digital.",Secretaría General,5,20
840,Administrativa,¿Cómo obtengo un duplicado de mi carné universitario?,"1. Solicita el duplicado en la plataforma.
2. Paga el derecho correspondiente en Tesorería.
3. Acércate a Secretaría Académica con tu voucher.",Administrativa,4,20
841,Internacional,¿Cómo accedo a las charlas informativas sobre movilidad estudiantil?,Revisa el calendario de eventos en utp.edu.pe/movilidad o inscríbete en el campus virtual en la sección 'Eventos Internacionales'.,Internacional,4,20
842,Trámite,¿Cómo solicito constancia de matrícula o estudios?,"1. Ingresa al campus virtual.
2. Ve a 'Trámites'.
3. Selecciona el tipo de constancia.
4. Realiza el pago y espera 3 días hábiles.",Secretaría General,3,10
843,Biblioteca,¿Cómo accedo a libros digitales desde casa?,"1. Ingresa a biblioteca.utp.edu.pe.
2. Inicia sesión con tu usuario.
3. Elige 'Recursos digitales'.
4. Busca el título requerido.",Biblioteca,3,45
844,Bienestar,¿Cómo puedo agendar una cita con un psicólogo universitario?,"1. Accede al portal de Bienestar Universitario.
2. Selecciona 'Agenda de citas'.
3. Elige día y hora.
4. Recibirás una confirmación por correo.",Bienestar,3,45
845,Bolsa Laboral,¿Qué talleres ofrece la Bolsa Laboral para estudiantes?,"Incluye talleres de:
- Elaboración de CV
- Entrevista laboral
- LinkedIn profesional
- Networking empresarial.",Bolsa Laboral,3,45
846,Bolsa Laboral,¿Qué talleres ofrece la Bolsa Laboral para estudiantes?,"Incluye talleres de:
- Elaboración de CV
- Entrevista laboral
- LinkedIn profesional
- Networking empresarial.",Bolsa Laboral,4,60
847,Internacional,¿Qué beneficios ofrece un intercambio académico?,"Incluye:
- Cursos convalidables
- Experiencia multicultural
- Apoyo con trámites
- Orientación personalizada por la UTP.",Internacional,4,30
848,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,4,15
849,Bienestar,¿Qué servicios ofrece Bienestar Universitario durante el ciclo?,"Incluye:
- Asesoría psicológica
- Orientación vocacional
- Ferias de salud
- Actividades deportivas y culturales",Bienestar,3,10
850,Financiera,¿Dónde puedo ver el cronograma de pagos?,"1. Ingresa al campus virtual.
2. Dirígete a la opción 'Pagos y cronogramas'.
3. Selecciona tu ciclo y carrera.",Financiera,3,15
851,Financiera,¿Dónde puedo ver el cronograma de pagos?,"1. Ingresa al campus virtual.
2. Dirígete a la opción 'Pagos y cronogramas'.
3. Selecciona tu ciclo y carrera.",Financiera,5,30
852,Financiera,¿Dónde puedo ver el cronograma de pagos?,"1. Ingresa al campus virtual.
2. Dirígete a la opción 'Pagos y cronogramas'.
3. Selecciona tu ciclo y carrera.",Financiera,5,20
853,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,4,20
854,Trámite,¿Qué requisitos debo presentar para solicitar un traslado a otra sede?,"Necesitas:
- Solicitud formal
- Constancia de notas
- DNI escaneado
Envía todo a secretaria.general@utp.edu.pe",Secretaría General,4,15
855,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,3,45
856,Biblioteca,¿Cómo accedo a libros digitales desde casa?,"1. Ingresa a biblioteca.utp.edu.pe.
2. Inicia sesión con tu usuario.
3. Elige 'Recursos digitales'.
4. Busca el título requerido.",Biblioteca,5,45
857,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,4,45
858,Administrativa,¿Cómo obtengo un duplicado de mi carné universitario?,"1. Solicita el duplicado en la plataforma.
2. Paga el derecho correspondiente en Tesorería.
3. Acércate a Secretaría Académica con tu voucher.",Administrativa,5,20
859,Internacional,¿Cómo accedo a las charlas informativas sobre movilidad estudiantil?,Revisa el calendario de eventos en utp.edu.pe/movilidad o inscríbete en el campus virtual en la sección 'Eventos Internacionales'.,Internacional,3,20
860,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,5,45
861,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,5,25
862,Biblioteca,¿Qué pasa si entrego un libro con retraso?,"Se genera una multa por día de retraso. Para evitarla, puedes renovar el préstamo desde tu cuenta antes de la fecha límite.",Biblioteca,3,25
863,Biblioteca,¿Qué pasa si entrego un libro con retraso?,"Se genera una multa por día de retraso. Para evitarla, puedes renovar el préstamo desde tu cuenta antes de la fecha límite.",Biblioteca,5,20
864,Bienestar,¿Cómo puedo agendar una cita con un psicólogo universitario?,"1. Accede al portal de Bienestar Universitario.
2. Selecciona 'Agenda de citas'.
3. Elige día y hora.
4. Recibirás una confirmación por correo.",Bienestar,3,45
865,Trámite,¿Cómo tramito mi certificado de egresado?,"1. Finaliza todos tus cursos.
2. Ingresa al portal y solicita el certificado.
3. Paga el derecho respectivo.
4. Recibirás el documento digital.",Secretaría General,4,20
866,Bienestar,¿Qué servicios ofrece Bienestar Universitario durante el ciclo?,"Incluye:
- Asesoría psicológica
- Orientación vocacional
- Ferias de salud
- Actividades deportivas y culturales",Bienestar,3,30
867,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,5,60
868,Bienestar,¿Qué servicios ofrece Bienestar Universitario durante el ciclo?,"Incluye:
- Asesoría psicológica
- Orientación vocacional
- Ferias de salud
- Actividades deportivas y culturales",Bienestar,5,20
869,Trámite,¿Cómo solicito constancia de matrícula o estudios?,"1. Ingresa al campus virtual.
2. Ve a 'Trámites'.
3. Selecciona el tipo de constancia.
4. Realiza el pago y espera 3 días hábiles.",Secretaría General,4,10
870,Tecnológica,¿Qué debo hacer si no puedo acceder al campus virtual desde casa?,"Verifica tu conexión a internet. Luego:
1. Borra caché del navegador.
2. Intenta ingresar desde otro navegador.
3. Si persiste, contacta a Soporte TI desde el correo soporte@utp.edu.pe.",Tecnológica,4,25
871,Internacional,¿Qué necesito para postular a un programa de intercambio?,"Requisitos:
1. Promedio >13
2. Inglés nivel B1
3. No tener sanciones
4. Postular en fechas oficiales desde la web de Internacionalización.",Internacional,3,45
872,Trámite,¿Qué requisitos debo presentar para solicitar un traslado a otra sede?,"Necesitas:
- Solicitud formal
- Constancia de notas
- DNI escaneado
Envía todo a secretaria.general@utp.edu.pe",Secretaría General,4,45
873,Bienestar,¿La universidad brinda apoyo en caso de violencia familiar?,Sí. Puedes contactarte con el área de Bienestar y solicitar apoyo psicológico o legal. Todo es confidencial.,Bienestar,5,30
874,Financiera,¿Cómo solicito un fraccionamiento de mis pagos?,"1. Ingresa a la plataforma académica.
2. Ve a 'Tesorería > Fraccionamiento'.
3. Elige el número de cuotas.
4. Acepta los términos y envía la solicitud.",Financiera,5,20
875,Bienestar,¿Cómo puedo agendar una cita con un psicólogo universitario?,"1. Accede al portal de Bienestar Universitario.
2. Selecciona 'Agenda de citas'.
3. Elige día y hora.
4. Recibirás una confirmación por correo.",Bienestar,5,30
876,Biblioteca,¿Cómo solicito un libro que no está en la biblioteca?,Puedes usar el formulario 'Solicitud de libros' en la web de biblioteca para que evalúen su adquisición.,Biblioteca,5,30
877,Biblioteca,¿Cómo accedo a libros digitales desde casa?,"1. Ingresa a biblioteca.utp.edu.pe.
2. Inicia sesión con tu usuario.
3. Elige 'Recursos digitales'.
4. Busca el título requerido.",Biblioteca,5,45
878,Trámite,¿Cómo solicito constancia de matrícula o estudios?,"1. Ingresa al campus virtual.
2. Ve a 'Trámites'.
3. Selecciona el tipo de constancia.
4. Realiza el pago y espera 3 días hábiles.",Secretaría General,3,45
879,Tecnológica,¿Cómo restablezco mi contraseña de correo institucional?,"Debes:
1. Ir a portal.utp.edu.pe.
2. Haz clic en '¿Olvidaste tu contraseña?'
3. Ingresa tu DNI y responde tu pregunta de seguridad.
4. Sigue el enlace enviado a tu correo alternativo.",Tecnológica,3,10
880,Biblioteca,¿Cómo accedo a libros digitales desde casa?,"1. Ingresa a biblioteca.utp.edu.pe.
2. Inicia sesión con tu usuario.
3. Elige 'Recursos digitales'.
4. Busca el título requerido.",Biblioteca,3,25
